,course_title,price,num_subscribers,num_reviews,num_lectures,content_duration,published_date,subject,Beginner Level,Expert Level,Intermediate Level
1196,Illustrator CC MasterClass,95,462,50,86,12.0,2017-05-02,Graphic Design,0,0,0
1197,Typographic Logo Design in Illustrator - Beginners & Beyond,150,1720,40,27,1.5,2017-02-23,Graphic Design,0,0,0
1198,Adobe Illustrator T-Shirt Design for Merch by Amazon,20,390,44,15,1.0,2017-06-13,Graphic Design,0,0,0
1199,Logo Design in Adobe Illustrator - for Beginners & Beyond,200,4297,337,110,7.5,2015-10-01,Graphic Design,0,0,0
1200,Learn Adobe Illustrator: Semi-Automatic Mandalas Drawing,200,1076,15,15,1.0,2017-05-22,Graphic Design,0,0,0
1201,Create Professional Looking Infographics With No Experience,180,9367,104,21,2.0,2017-03-21,Graphic Design,1,0,0
1202,Discover How to Draw and paint Comics,65,8901,424,85,62.0,2012-11-21,Graphic Design,0,0,0
1203,Typographic Logos: Typography and Lettering for Logo Design,25,4235,427,20,1.5,2014-10-16,Graphic Design,0,0,1
1204,Photoshop in Ease: Create World Amazing  Graphic Designs,20,14440,182,26,3.0,2015-08-13,Graphic Design,0,0,0
1205,Canva Graphics Design Essential Training For Everyone,200,12340,124,46,2.5,2017-03-07,Graphic Design,0,0,0
1206,Triangulated Bird: Origami Styled Bird in Adobe Illustrator,195,2027,11,9,0.5,2017-04-18,Graphic Design,0,0,1
1207,Illustrator Quick Tip：10分でKawaiiカメレオンを描こう,0,381,24,7,0.6,2015-08-31,Graphic Design,0,0,0
1208,Deinen Roman setzen mit PagePlus in 10 einfachen Schritten,0,69,6,25,3.5,2017-04-24,Graphic Design,0,0,0
1209,画像加工の初心者でも「１日」で初歩を覚えられる無料講座,0,21,0,18,1.0,2017-06-22,Graphic Design,1,0,0
1210,Graphic Design Bootcamp,200,15276,1740,65,8.0,2016-05-13,Graphic Design,1,0,0
1211,The Ultimate Drawing Course - Beginner to Advanced,150,26742,2379,62,11.0,2017-01-23,Graphic Design,1,0,0
1212,Ultimate Photoshop Training: From Beginner to Pro,200,5326,447,150,11.5,2017-01-12,Graphic Design,1,0,0
1213,Photoshop for Entrepreneurs - Design 11 Practical Projects,200,36288,737,63,5.0,2016-06-09,Graphic Design,0,0,0
1214,Anatomy for Figure Drawing: Mastering the Human Figure,95,15500,754,65,68.5,2013-10-16,Graphic Design,0,0,0
1215,Sketch 3 from A to Z: Become an App Designer,75,7282,1629,42,3.5,2015-01-03,Graphic Design,0,0,0
1216,How to Design a Logo - a Beginners Course,30,10875,650,41,2.5,2012-07-25,Graphic Design,0,0,0
1217,Logo Design Masterclass: Learn Logo Design + Illustrator,200,8196,479,85,6.5,2015-08-18,Graphic Design,0,0,0
1218,How to Draw and Sketch for Beginners,150,1360,175,79,9.0,2017-01-25,Graphic Design,1,0,0
1219,Graphic Design Masterclass: Learn Graphic Design in Projects,95,6858,382,41,3.5,2015-11-09,Graphic Design,1,0,0
1220,Canva Graphics Design for Entrepreneurs - Design 11 Projects,200,18303,202,54,3.5,2016-07-23,Graphic Design,0,0,0
1221,Vector Logo Design in Affinity Designer,150,1789,102,57,3.0,2017-02-07,Graphic Design,0,0,0
1222,How To Create A Low Poly Portrait With The Pen Tool,195,293,5,18,1.0,2016-11-15,Graphic Design,1,0,0
1223,Photo Editing in Photoshop - Beginner to Advanced in 1 Hour,20,662,5,21,1.0,2016-05-09,Graphic Design,1,0,0
1224,How to Create Kindle & Ebook Covers with Canva,30,1279,3,33,1.5,2015-10-21,Graphic Design,1,0,0
1225,How To Make Professional eBook Covers For FREE,20,1080,6,35,3.0,2015-02-26,Graphic Design,0,0,0
1226,Design Business Card in Photoshop: Earn Money by Doing It,50,120,10,29,3.5,2017-04-24,Graphic Design,1,0,0
1227,Learn to create beautiful web interfaces and logos,20,1085,76,10,1.0,2013-07-17,Graphic Design,0,0,0
1228,Illustrated Logo Design,25,447,2,10,1.0,2016-11-24,Graphic Design,0,0,1
1229,Color Basics for Print Designers,20,372,21,10,0.6,2012-04-23,Graphic Design,0,0,0
1230,Digital Photo Manipulation Art And Cover Design In PhotoShop,50,721,7,35,5.0,2016-03-28,Graphic Design,1,0,0
1231,Drawing Perspective For Beginners,150,736,50,44,7.5,2016-03-20,Graphic Design,0,0,0
1232,Adobe InDesign CC Advanced,30,114,24,50,3.5,2016-10-18,Graphic Design,0,1,0
1233,Intro to Photoshop for Merch by Amazon,25,331,24,9,1.0,2015-11-16,Graphic Design,1,0,0
1234,MicroStation - Células,20,0,0,9,0.6166666666666667,2014-04-15,Graphic Design,1,0,0
1235,Photoshop - Creación de Efectos 2,30,0,0,9,1.0,2017-05-17,Graphic Design,1,0,0
1236,Como Criar Logos de Sucesso - Start Designer,25,0,0,29,6.0,2017-06-30,Graphic Design,1,0,0
1237,Super Textos con Photoshop,20,0,0,8,2.0,2014-03-31,Graphic Design,1,0,0
1238,Photoshop - Aprende a Transformar Imágenes,20,0,0,14,1.0,2017-03-08,Graphic Design,1,0,0
1239,Iníciate en Microstation,20,0,0,10,1.0,2014-04-15,Graphic Design,1,0,0
1240,Adobe Photoshop pentru Social Media,20,0,0,12,0.5666666666666667,2016-06-08,Graphic Design,1,0,0
1241,Photoshop - Creación de Efectos,20,0,0,11,1.0,2017-03-24,Graphic Design,1,0,0
1242,Cómo crear maquetas con Adobe XD,0,217,2,21,3.0,2017-05-28,Graphic Design,1,0,0
1243,Aprenda Modelagem 3D com o 123D Design,0,334,26,27,1.0,2016-07-07,Graphic Design,1,0,0
1244,Ferramentas Visuais,0,817,42,18,5.0,2015-10-09,Graphic Design,1,0,0
1245,Adobe Indesign CC Başlangıç,0,637,21,22,2.5,2016-01-14,Graphic Design,1,0,0
1246,How to Doodle: Basics and Lettering,185,2358,28,12,1.0,2017-02-21,Graphic Design,0,0,0
1247,Mastering Photoshop CC 2017 - The Art of Design & Technology,20,3721,95,46,6.5,2017-02-04,Graphic Design,0,0,0
1248,Design a logo for FREE in Inkscape,100,1148,26,42,2.0,2017-05-01,Graphic Design,0,0,0
1249,Foundation Skills on Adobe Illustrator: Learn Fast!,50,2489,39,16,2.0,2017-03-01,Graphic Design,1,0,0
1250,How To Create Amazing Cinemagraphs with Microsoft PowerPoint,30,1782,18,10,1.0,2017-04-05,Graphic Design,1,0,0
1251,Canva : Graphic Design Theory Volume1,200,6975,122,29,2.5,2015-06-05,Graphic Design,0,0,0
1252,Master App Icon Design for iPhone (IOS) & Android Devices,25,9464,329,43,2.0,2015-12-21,Graphic Design,0,0,1
1253,Photoshop: How to create stunning collages,20,2044,17,15,1.5,2017-05-09,Graphic Design,1,0,0
1254,Mastering advance Photoshop,20,5787,40,21,2.0,2017-04-27,Graphic Design,0,0,1
1255,Logo Designing for Your Business in an Hour,20,25277,311,16,1.0,2015-01-05,Graphic Design,0,0,0
1256,DIY Design Professional Web Banners in Photoshop 4 Beginners,200,6944,30,24,1.0,2017-02-01,Graphic Design,1,0,0
1257,Photoshop CC for Beginners - A Comprehensive Crash Course,200,6028,205,20,2.5,2015-07-29,Graphic Design,1,0,0
1258,Teoria Basica del Arte. Como Pintar Ilustraciones Digitales,20,5104,437,26,1.0,2015-09-08,Graphic Design,1,0,0
1259,Illustrator CC para novatos: ¡desde cero hasta experto! ,150,2476,466,96,11.0,2015-12-29,Graphic Design,0,0,0
1260,Photoshop para novatos:  ¡desde cero hasta experto!,150,3000,470,134,12.0,2015-01-30,Graphic Design,0,0,0
1261,Diventa un professionista del Graphic Design,200,185,10,94,17.5,2017-05-24,Graphic Design,0,0,0
1262,Formação em Design Gráfico com Corel Draw Versões X8 / 2017.,45,418,85,71,11.0,2017-03-03,Graphic Design,1,0,0
1263,ABC do Photoshop CC,45,431,99,80,7.5,2016-11-21,Graphic Design,1,0,0
1264,Photoshop para iniciante - o básico,30,23,2,20,3.0,2017-07-03,Graphic Design,1,0,0
1265,Curso Online de Adobe Illustrator CC e CS6,80,126,18,119,13.0,2017-05-04,Graphic Design,0,0,0
1266,Photoshop & Illustrator CC Essentials in Arabic,0,3329,193,33,3.5,2017-05-31,Graphic Design,1,0,0
1267,Photoshop from Zero to Hero ( Arabic ),60,720,220,82,12.5,2016-06-29,Graphic Design,1,0,0
1268,Photoshop Essentials - Uma Introdução Detalhada,0,800,39,24,2.5,2017-05-22,Graphic Design,1,0,0
1269,Photoshop CC 2015 Top New Features,0,1477,3,13,0.65,2017-06-26,Graphic Design,0,0,0
1270,Expert Guide : Mastering Types feature in illustrator !,190,1552,11,27,2.5,2015-11-04,Graphic Design,0,0,0
1271,Cartoon Game Logo Design using Photoshop,20,1076,11,15,2.5,2015-11-11,Graphic Design,0,0,0
1272,Most Wanted Flat Design Techniques #2: Hipster Businessman,95,1016,5,25,1.5,2016-03-17,Graphic Design,0,0,1
1273,All-in-One Premium Design Course - Scratch to Pro+ Edition,200,919,57,56,5.5,2015-02-20,Graphic Design,0,0,0
1274,Typography 101: Picking the Right Fonts for Business Success,75,1224,10,15,1.5,2015-04-20,Graphic Design,1,0,0
1275,Editorial Illustration Tutorial: From Drawing to Photoshop,45,774,39,35,2.5,2015-04-08,Graphic Design,0,0,0
1276,Kindle eBook Cover Design and Book Illustration Guide,120,715,16,20,1.0,2015-11-06,Graphic Design,0,0,0
1277,Removing Backgrounds From Images using Adobe Photoshop,20,1768,20,14,0.6833333333333333,2015-06-03,Graphic Design,0,0,0
1278,Graphic Design Secrets Revealed,95,2555,28,55,6.0,2012-09-04,Graphic Design,0,0,0
1279,Drawing in Perspective,25,426,63,28,3.0,2016-05-27,Graphic Design,0,0,0
1280,"Digital Art in Adobe Illustrator CC: Angry Bird, Tom & Jerry",0,3108,27,28,2.5,2016-08-12,Graphic Design,1,0,0
1281,Adobe Illustrator For Beginners: Design A Typographic Logo,30,276,54,27,1.5,2015-10-15,Graphic Design,1,0,0
1282,Surface Pattern Design : Create Scandinavian Patterns,40,390,6,8,0.7,2017-04-04,Graphic Design,0,0,0
1283,Draw a realistic Fantail using pencil,0,6754,109,20,1.0,2016-02-11,Graphic Design,0,0,0
1284,How to design a business card on Photoshop (for beginners),0,5086,197,12,1.0,2016-08-27,Graphic Design,1,0,0
1285,Make Flat Design Space Ships in 30 Minutes in Illustrator!,50,1146,41,5,0.55,2016-04-06,Graphic Design,1,0,0
1286,Figure Drawing From Life Using The Reilly Technique.,0,47811,1041,22,2.5,2012-05-09,Graphic Design,0,0,0
1287,Drawing Cartoony Characters,20,1564,103,9,2.0,2013-10-09,Graphic Design,1,0,0
1288,Learn Blender 3D  - The introduction course,100,739,12,15,1.5,2016-08-19,Graphic Design,1,0,0
1289,Inkscape For Beginners 2016/2017,40,1029,52,26,4.0,2016-09-26,Graphic Design,0,0,0
1290,Make yourself a Santa Claus: Photoshop Manipulation,0,2665,20,8,0.5666666666666667,2016-12-22,Graphic Design,0,0,0
1291,Become an InDesign Pro in 10 Skills,105,1079,172,35,5.0,2015-08-21,Graphic Design,1,0,0
1292,Digital Illustration: Make A Custom Character Illustration,30,1440,16,14,1.5,2015-11-03,Graphic Design,0,0,0
1293,Learn Basics Of Adobe Illustrator,25,1401,30,12,0.7,2016-09-12,Graphic Design,1,0,0
1294,Discover the 7 Secrets to Figure Drawing: Draw Awesome ...,40,2634,92,25,10.0,2012-04-04,Graphic Design,0,0,0
1295,LOGO DESIGN IN POWERPOINT,95,1046,12,28,1.0,2016-04-15,Graphic Design,1,0,0
1296,Photoshop CC MasterClass,95,505,88,78,11.5,2016-05-17,Graphic Design,0,0,0
1297,Become A Logo Designer ,95,827,50,39,2.5,2015-07-14,Graphic Design,0,0,0
1298,Learn Illustrator By Recreating Top 3 Logos - Beginner Guide,0,8786,245,11,1.0,2015-10-04,Graphic Design,1,0,0
1299,Illustrative Surface Patterns Design : From Life To Products,40,253,1,14,1.0,2017-05-23,Graphic Design,0,0,0
1300,Effective iOS & Android App Icon Design,20,1933,25,13,1.0,2014-09-09,Graphic Design,1,0,0
1301,Creating an animated greeting card via Google Slides,20,1504,10,9,1.5,2016-01-05,Graphic Design,1,0,0
1302,Photoshop: Learn Digital Painting Basics in Photoshop,20,1332,31,24,2.0,2014-12-06,Graphic Design,1,0,0
1303,Learning Photoshop CC 2014 in Egyptian Arabic ,70,1150,68,25,3.5,2016-01-10,Graphic Design,0,0,0
1304,Make tech circles in Photoshop in 30 minutes!,50,1056,15,8,0.5666666666666667,2015-10-09,Graphic Design,0,0,0
1305,Graphic design - The Quick Guide,30,1350,29,11,0.6333333333333333,2014-08-29,Graphic Design,1,0,0
1306,Learn Corel x7 Like a Pro,20,1586,8,5,0.5166666666666666,2016-03-04,Graphic Design,0,0,1
1307,Make tech circles in Adobe Illustrator in 30 minutes,200,821,15,5,0.5333333333333333,2015-10-14,Graphic Design,0,0,0
1308,Easy Illustration and 2D Animation,65,56,16,7,0.5666666666666667,2017-04-18,Graphic Design,0,0,0
1309,Make Tech circles in Adobe Photoshop and Illustrator,200,1150,10,13,1.0,2015-10-14,Graphic Design,0,0,0
1310,Turn Your Photos Into Professional And Modern Artworks,20,1557,11,12,1.5,2014-09-16,Graphic Design,0,0,0
1311,Calligraphy for Beginners: Creating Strong Lines,40,246,30,12,0.6833333333333333,2016-03-03,Graphic Design,1,0,0
1312,Canva: Design Album Cover Artwork in Minutes - No More Fees!,0,3103,42,11,0.6666666666666666,2016-04-07,Graphic Design,1,0,0
1313,Getting Started With Photoshop CC,75,1090,14,45,4.5,2015-06-19,Graphic Design,1,0,0
1314,Learn Adobe Photoshop in 1 Hour,50,1235,15,10,1.0,2015-07-07,Graphic Design,0,0,0
1315,Learn Comic Book Color Flatting! (Coloring Assistant role),0,946,3,6,0.6666666666666666,2017-06-20,Graphic Design,1,0,0
1316,Illustrator - Creating stylised images from a photo,50,1500,11,9,0.6833333333333333,2014-09-09,Graphic Design,0,0,0
1317,Gimp In-Depth Essential Training Course: Free Photoshop Alt.,20,1452,21,27,2.0,2015-01-08,Graphic Design,0,0,0
1318,Conviértete en un experto de photoshop cc naked series,30,24,5,122,12.0,2016-01-29,Graphic Design,0,0,1
1319,CORSO COMPLETO DI E-ON VUE X-STREAM PER TUTTI,70,3,1,20,3.5,2017-06-23,Graphic Design,0,0,0
1320,商業好設計-Illustrator個性商品設計,20,20,3,5,0.6833333333333333,2016-04-26,Graphic Design,1,0,0
1321,Ilustración de la A a la Z,20,33,3,19,3.0,2015-06-08,Graphic Design,0,0,0
1322,Diseño Gráfico fácil y rápido.,20,97,9,124,13.5,2016-07-05,Graphic Design,0,0,0
1323,超基礎！超入門！〜作りながら学ぶ。完全無料3DCGソフトBlender〜,80,8,1,43,5.5,2016-12-14,Graphic Design,1,0,0
1324,调色高级讲解,200,4,2,8,1.0,2017-03-31,Graphic Design,1,0,0
1325,Curso de Corel Draw: Como Hacer Todo para tu Fiesta Temática,125,10,3,55,2.5,2016-04-27,Graphic Design,1,0,0
1326,Infodesign,50,2,1,12,1.5,2017-03-24,Graphic Design,1,0,0
1327,تصميم القوالب الدائرية بالفيغاس | Circular Templates Vegas,20,5,2,9,0.6,2016-12-22,Graphic Design,0,0,0
1328,Affinity Designer - tworzenie wzorków,20,1,1,11,1.5,2017-01-13,Graphic Design,1,0,0
1329,Photoshop: Creando efectos de luz,20,3,1,9,1.5,2014-04-02,Graphic Design,1,0,0
1330,Learning Photoshop CC 2015,50,311,49,163,10.5,2016-03-08,Graphic Design,0,0,0
1331,Create Awesome Ebook Covers Using Microsoft Word,45,447,6,23,3.5,2016-08-05,Graphic Design,0,0,0
1332,Photoshop Essentials: Designing FaceBook Graphics,20,616,3,19,1.5,2016-05-23,Graphic Design,1,0,0
1333,Advance Learning Tools Corel Draw Graphics Design,40,797,13,70,14.0,2016-05-31,Graphic Design,1,0,0
1334,Creating an animated greeting card via Google Slides,20,549,10,8,1.0,2016-04-12,Graphic Design,1,0,0
1335,Logo Design for Entrepreneurs ,20,274,10,49,3.5,2014-04-04,Graphic Design,1,0,0
1336,Sketch 3: Design a mobile application from scratch,45,709,14,31,2.5,2014-12-08,Graphic Design,0,0,0
1337,Draw a Kitten,0,3812,68,11,1.5,2015-06-12,Graphic Design,0,0,0
1338,Adobe Photoshop Essentials: Master Adobe Photoshop CS6,100,1373,5,63,2.5,2015-11-18,Graphic Design,1,0,0
1339,Learn GIMP,20,441,53,34,6.5,2015-05-18,Graphic Design,0,0,0
1340,Texturing For Designers - Bring Life to Design With Textures,60,201,0,12,1.0,2017-04-18,Graphic Design,0,0,0
1341,Learn Advanced Photoshop Selections,25,661,4,10,1.5,2016-02-07,Graphic Design,0,0,0
1342,InDesign: Diseño de proyectos paso a paso,150,300,40,77,4.5,2015-09-04,Graphic Design,0,0,1
1343,Domina el Diseño Gráfico para Web con Photoshop CC,70,211,34,66,6.5,2015-12-30,Graphic Design,0,0,0
1344,Graphicriver Autor – Verkaufe deine Designs online,30,65,8,20,1.5,2016-09-27,Graphic Design,0,0,0
1345,Adobe Illustrator CC,20,43,12,46,9.5,2016-12-26,Graphic Design,0,0,1
1346,캔바(Canva)로 SNS 콘텐츠 만들기,30,44,13,19,2.0,2017-02-06,Graphic Design,1,0,0
1347,"Illustrator para criação de peças gráficas, Design Gráfico",100,33,3,41,1.5,2017-06-13,Graphic Design,1,0,0
1348,Photoshop Workflow - Manipulação de imagem para Publicidade,135,20,8,53,12.5,2017-06-28,Graphic Design,0,1,0
1349,Como Produzir Ebook e Livros com Adobe Indesign CC e CS6,80,37,6,131,12.5,2017-04-19,Graphic Design,0,0,0
1350,Curso básico de Gimp; software gratis de diseño gráfico,60,190,25,36,2.0,2015-12-22,Graphic Design,1,0,0
1351,Curso Completo de SolidWorks 2016.,30,129,27,43,9.0,2016-12-29,Graphic Design,0,0,0
1352,なぞるだけですぐできる! 簡単手描きイラスト講座,30,123,12,48,3.0,2016-02-16,Graphic Design,1,0,0
1353,Découvrez InDesign en 1 heure,20,38,3,25,1.0,2016-11-21,Graphic Design,1,0,0
1354,Convert Image to Vector in Adobe illustrator,0,3251,158,13,0.5166666666666666,2016-07-13,Graphic Design,0,0,1
1355,Design & Create Vector Graphics With Inkscape 2016,200,2091,11,26,2.5,2015-06-08,Graphic Design,1,0,0
1356,GIMP for Beginners. Make Your Own Professional Book Covers,20,1002,29,44,6.5,2015-07-10,Graphic Design,1,0,0
1357,Learn Photoshop Quickly (For Bloggers & Web Images),80,806,53,28,2.5,2014-10-08,Graphic Design,1,0,0
1358,Photoshop CC 2017 for Beginners: Master Photoshop Essentials,195,389,20,43,3.0,2016-11-05,Graphic Design,1,0,0
1359,Voxel 3D Model Creation Course,0,1031,9,8,0.65,2017-06-08,Graphic Design,0,0,0
1360,Logo Design: Mastering the Wordmark,20,500,29,17,2.0,2015-11-09,Graphic Design,0,0,0
1361,The Complete Canva Course,200,68,11,48,4.5,2017-05-10,Graphic Design,0,0,0
1362,Learn Photoshop for Design: 100% Practical Projects,20,651,5,12,0.6666666666666666,2016-08-08,Graphic Design,0,0,0
1363,Logo Design Theory & Application Bootcamp,50,341,57,35,7.0,2016-01-10,Graphic Design,0,0,0
1364,LaTeX for Professional Publications,25,867,203,22,3.0,2013-09-24,Graphic Design,1,0,0
1365,The Design Theory Blitz,35,142,35,9,0.7,2017-04-05,Graphic Design,1,0,0
1366,Book Design With MS Word And Canva ,95,1825,24,33,2.5,2015-03-05,Graphic Design,0,0,0
1367,Learn to Design a Letterhead - A Beginners Course,0,24687,423,13,0.7333333333333333,2012-10-10,Graphic Design,0,0,0
1368,Creating Icons with Adobe Illustrator,30,2266,26,10,1.0,2015-08-13,Graphic Design,0,0,0
1369,Create Stunning Infographics to Share your Ideas,0,5175,470,7,0.5,2016-08-14,Graphic Design,1,0,0
1370,How to stylize your photos in Photoshop with color overlays,0,3512,58,17,1.5,2017-03-30,Graphic Design,1,0,0
1371,Business Card and Letterhead Design in Adobe Illustrator,200,797,30,37,2.0,2016-08-10,Graphic Design,0,0,0
1372,A Complete Guide to Successful Freelance Logo Design Career,145,2745,61,67,8.5,2015-02-19,Graphic Design,0,0,0
1373,The Logo Design Process From Start To Finish,95,2361,74,40,5.5,2013-09-24,Graphic Design,0,0,0
1374,Creative logo design with Inkscape for free,40,1530,49,25,4.0,2015-11-12,Graphic Design,0,0,0
1375,Typography Fundamentals - Feel confident with type!,20,1873,121,14,1.0,2013-10-20,Graphic Design,1,0,0
1376,How To Sell Your Art Online With ETSY,100,1338,38,35,3.0,2015-11-11,Graphic Design,1,0,0
1377,Ultimate Guide on Freelancing Career in Photoshop Design,165,1479,49,82,6.5,2015-04-30,Graphic Design,0,0,0
1378,Photoshop - Como criar Fusão de forma profissional,30,38,6,34,4.0,2017-06-12,Graphic Design,0,0,0
1379,"Photoshop, Illustrator, InDesign & Graphic Design Principles",30,934,143,41,12.0,2015-02-02,Graphic Design,0,0,0
